mu,sigma,final_mass,mean_mass,mass_std,mean_activity,classification,lyapunov,lyapunov_std,lyapunov_class,correlation_type,correlation_length,correlation_exponent,entropy,spatial_entropy,mutual_info,susceptibility
0.10615384615384615,0.026538461538461542,3401.863935230641,3404.079680974621,1.8933465927781543,2.607494444292884,stable,0.022440093770896407,0.0026531722040091005,chaotic,exponential,2.322589841326132,0.4305538507948647,0.8953302418709105,3.226231483274184,0.013943197299049137,
0.10615384615384615,0.02884615384615385,3500.4352259299103,3501.003398701553,3.24902813138745,1.8241142144819544,stable,0.016891000056107597,0.0013392502405378036,chaotic,exponential,2.396111985704377,0.417342764430951,0.8494041436594897,3.0738642617612224,0.018091821583353207,
0.10615384615384615,0.02730769230769231,3421.1036837065926,3418.267653175768,2.244782772033752,1.7260420130097691,stable,0.019476184558490015,0.0008930058493552354,chaotic,exponential,2.226732291377723,0.4490885607902512,0.8438206531363387,3.2111820299849843,0.04458190276076057,
0.10615384615384615,0.02961538461538462,3515.9199764519217,3507.592024252424,4.289126139277043,2.461795683135686,stable,0.020716461639692624,0.0019650293297130907,chaotic,exponential,2.4260526144939596,0.41219221463941164,0.8725160204394432,3.1815340194100354,0.02403071746138563,
0.10615384615384615,0.032692307692307694,3569.5959742501404,3567.0782379829443,2.3778416765569714,1.302119889527806,stable,0.01598464313976043,0.000954663420470287,chaotic,exponential,2.331772881806348,0.4288582339225649,0.8430662579569009,3.09318910572417,0.013185359170272415,
0.10615384615384615,0.028076923076923083,3444.480106493126,3450.306131067502,3.4645488246908656,2.250545252881264,stable,0.02141629648181194,0.0006424460390546283,chaotic,exponential,2.191465128098203,0.4563157255747984,0.8740206798218646,3.180368555301372,0.06435135052407315,
0.11051282051282052,0.005,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.10615384615384615,0.03192307692307693,3564.623183954293,3562.3225346684644,1.3486707916258487,1.289748394499052,stable,0.020739263505854703,0.0007063186356076724,chaotic,exponential,2.3110107930644945,0.43271109031644084,0.8256429507654073,3.0573872796008588,0.009950849998259903,
0.11051282051282052,0.0057692307692307696,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.11051282051282052,0.008076923076923077,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.11051282051282052,0.0073076923076923084,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.11051282051282052,0.009615384615384616,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.11051282051282052,0.006538461538461539,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.11051282051282052,0.011153846153846155,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.11051282051282052,0.010384615384615384,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.11051282051282052,0.012692307692307694,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.10615384615384615,0.031153846153846157,3554.2400669673316,3551.8918677809775,2.190223681604205,1.2072382915773874,stable,0.019267669190962372,0.0018756512939993428,chaotic,exponential,2.417895095609966,0.41358287289454493,0.8482406595141385,3.0939871029336685,0.01851850089212581,
0.11051282051282052,0.008846153846153847,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.11051282051282052,0.01423076923076923,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.11051282051282052,0.015000000000000003,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.11051282051282052,0.013461538461538462,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.10615384615384615,0.035,3636.9117213827003,3635.235592471621,2.339676277454226,1.564311245814186,stable,0.02389199686668374,0.001416159052165834,chaotic,exponential,2.3905549301162283,0.41831291446266,0.8387832567674179,3.1047558553700783,0.021412940133549885,
0.10615384615384615,0.033461538461538466,3603.739556617612,3601.194201685679,1.2034167185282876,1.3484941534666879,stable,0.021064048719318662,0.0008196343365750859,chaotic,exponential,2.3862738201415925,0.41906339145130617,0.8384248016158056,3.1523811344963963,0.00984887968163517,
0.10615384615384615,0.03423076923076923,3607.8579942607994,3606.4704818242976,1.3251852603933696,1.3967174645777496,stable,0.01991329331284455,0.00106942595001343,chaotic,exponential,2.4841836554504404,0.40254672709320144,0.8390525512811109,3.102222505684627,0.00945575689504441,
0.11051282051282052,0.01576923076923077,2988.2207437108455,2982.9154879521043,6.241630157238341,5.822861818002456,stable,-0.6296684265613075,0.5594366637160784,ordered,exponential,1.4312310927495735,0.698699186361914,0.9039794920926879,3.295533435556042,0.014456060587942465,
0.11051282051282052,0.01653846153846154,3006.0614986100372,2999.7048391995695,3.4329323518540056,5.000663286495124,stable,0.04186433105256541,0.000596166841224763,chaotic,exponential,1.4085290853336931,0.7099604902820242,0.8919426281401152,3.3185232652222485,0.023818850222601773,
0.11051282051282052,0.01730769230769231,3042.0604703373665,3040.5948400806606,3.867745551468437,3.9034150574602138,stable,0.046680246534093243,0.00036318116747366744,chaotic,exponential,1.4537068492306315,0.6878966006999595,0.8680953891802472,3.3693989244108065,0.02784718320834334,
0.11051282051282052,0.01884615384615385,3108.820449456408,3107.982729900242,2.4058356027515786,3.926099206324813,stable,0.03826033575828372,0.002407333399273851,chaotic,exponential,1.576371072067193,0.6343684033028074,0.8799902494715995,3.2353237507917485,0.01833313343356946,
0.11051282051282052,0.011923076923076925,2804.9898419629035,2802.547618373452,7.45920374351746,19.00965879689353,stable,-1.3067937839685397,0.566000505267534,ordered,exponential,1.213643966419204,0.8239648757538425,1.087916141076524,3.506320617827428,0.03703330493589663,
0.11051282051282052,0.018076923076923077,3104.1479662268994,3092.6685240118068,7.125483808498443,3.7545254081928086,stable,0.04154910862293537,0.0007373492826785906,chaotic,exponential,1.5802145031216277,0.6328254790881582,0.8860709664756963,3.3420970168406345,0.031081237429425146,
0.11051282051282052,0.019615384615384618,3136.648529739042,3137.5033729847296,4.455104499023384,3.1232853021425027,stable,0.03473505038918784,0.0017430828532290679,chaotic,exponential,1.7644856527931352,0.5667373936518134,0.8740124337196681,3.2266973166632993,0.027622074724457324,
0.11051282051282052,0.02115384615384616,3210.958230172191,3214.1415211543117,3.8154080165700197,3.8647521308394084,stable,0.0268957489363874,0.002086332766274886,chaotic,exponential,1.7347522886735387,0.5764511778016677,0.9241507161416765,3.2764413059410735,0.022273877717136292,
0.11051282051282052,0.020384615384615386,3180.6446831718454,3180.3639425035203,1.5653484691673263,2.196825195527065,stable,0.02562047028936294,0.0003600787354669906,chaotic,exponential,1.626397240302884,0.6148559375406774,0.8508820071290338,3.233069346003431,0.024691115058005808,
0.11051282051282052,0.021923076923076927,3252.342598968293,3247.2100870946997,5.016166058603386,1.6537359182040414,stable,0.029374043954315445,0.0008996541729362494,chaotic,exponential,1.7814226577629655,0.5613490968256558,0.8509087082614237,3.1639416670963545,0.022767544273295526,
0.11051282051282052,0.024230769230769233,3335.422415760556,3334.8378657470116,3.3396290901735735,3.788912212894411,stable,0.02872867156909943,0.001360947208824087,chaotic,exponential,1.880665564857959,0.5317266496957033,0.914363253197025,3.3444134327943233,0.03299673769848854,
0.11051282051282052,0.022692307692307696,3278.742198879798,3281.0343438503733,6.8256764532190815,2.824375871742691,stable,0.02447861365782865,0.002937089298402755,chaotic,exponential,1.7706360603024143,0.5647687982979438,0.8746743765373539,3.2992184382074172,0.021007337670395643,
0.11051282051282052,0.025769230769230773,3410.7638228636542,3411.9356612682172,3.33150555202117,2.6697226438213715,stable,0.017813253887272958,0.002061442230518689,chaotic,exponential,2.134641117133823,0.46846282120841815,0.8961123032442724,3.2598985388312056,0.03265983488602231,
0.11051282051282052,0.023461538461538464,3288.720561832042,3293.721238946013,4.735402418834696,2.221319257177837,stable,0.026780680865593643,0.001528809946106106,chaotic,exponential,1.8897259353936473,0.5291772638933967,0.8763047954278597,3.168259226411326,0.03588949288456322,
0.11051282051282052,0.025000000000000005,3380.4917845409027,3380.294646199201,4.405928143288128,2.4744570161063892,stable,0.022782610716535676,0.0010195216272094027,chaotic,exponential,2.0294285879396305,0.49274953843793345,0.8954184407668514,3.2355135535411317,0.03152331794594221,
0.11051282051282052,0.02730769230769231,3455.3657007912243,3455.2335228998145,2.9120849998280223,2.4333628528975746,stable,0.020243544246428317,0.002359350485168135,chaotic,exponential,2.1191710669666595,0.4718826222138738,0.902711699674481,3.31207254898123,0.014717946772814683,
0.11051282051282052,0.026538461538461542,3439.2416795908903,3433.643566481937,2.345990534209188,2.0304978615314835,stable,0.019493047619388124,0.0016565620352518556,chaotic,exponential,2.2375531037564707,0.44691676739254604,0.8903371581146421,3.2741461020495097,0.03804306265934265,
0.11051282051282052,0.02884615384615385,3542.022693074109,3546.6032210109925,2.1224874427118747,1.237755291085858,stable,0.016843810575972125,0.001189763398825023,chaotic,exponential,2.3415580814566437,0.42706606678657183,0.8453447308414008,3.1249628115496537,0.020016222332111644,
0.11051282051282052,0.028076923076923083,3498.2415695671325,3502.243858158874,2.18490357298044,1.8276583961282844,stable,0.017300685543117724,0.002020267626396187,chaotic,exponential,2.2752661500821123,0.43950902181879287,0.8772562232774744,3.2289472368947445,0.03851420438377051,
0.11051282051282052,0.03038461538461539,3593.0178109263725,3591.773443690976,1.7094471605565238,1.5078203411418822,stable,0.01725763589042868,0.0015861301971378003,chaotic,exponential,2.4537433904072197,0.4075405781669947,0.8511449565408155,3.0785678655055007,0.030907030032352845,
0.11051282051282052,0.02961538461538462,3568.8270322088906,3563.1769542674238,4.1197447583227556,1.786276832749714,stable,0.016719212040885497,0.0014283966057194245,chaotic,exponential,2.2888282526859562,0.4369047781660738,0.8831809468776023,3.235259344643775,0.04127542093169234,
0.11487179487179487,0.005,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.11487179487179487,0.0057692307692307696,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.11487179487179487,0.006538461538461539,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.11487179487179487,0.0073076923076923084,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.11051282051282052,0.031153846153846157,3609.2436871782916,3603.6485573538857,1.8846027827573402,2.4606518364261594,stable,0.01966912668595776,0.0005578959190355384,chaotic,exponential,2.3992310860118318,0.4168002014604893,0.8885891962207131,3.2799911885188546,0.026082648965218835,
0.11487179487179487,0.008846153846153847,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.11487179487179487,0.009615384615384616,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.11487179487179487,0.008076923076923077,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.11051282051282052,0.03192307692307693,3621.7907564449897,3612.8182768561132,6.221887035829085,2.4384436576890445,stable,0.02108457510011184,0.001974599750559031,chaotic,exponential,2.470938138598783,0.40470458745158183,0.8896939952962867,3.236978819507703,0.020496979074889676,
0.11487179487179487,0.010384615384615384,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.11487179487179487,0.011923076923076925,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.11487179487179487,0.011153846153846155,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.11051282051282052,0.032692307692307694,3650.0366890113173,3651.4913017793156,1.3489025222107114,1.189834517613793,stable,0.017680295288108227,0.002851100924404942,chaotic,exponential,2.438792029326321,0.41003906359175474,0.8365520074719399,3.065550537218913,0.03357400262951238,
0.11487179487179487,0.012692307692307694,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.11487179487179487,0.01423076923076923,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.11487179487179487,0.01576923076923077,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.11051282051282052,0.033461538461538466,3655.084984415685,3653.8825027235653,2.097400878322516,1.1623393206072767,stable,0.02048925025550094,0.0013166590962559444,chaotic,exponential,2.364940762134434,0.42284357224130564,0.8316549963222877,3.05247433849,0.010690453017626611,
0.11487179487179487,0.015000000000000003,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.11487179487179487,0.013461538461538462,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.11051282051282052,0.03423076923076923,3693.2810199530104,3690.7728105377732,2.4533177199556664,1.259077894781537,stable,0.021390947862284862,0.0016762531999556522,chaotic,exponential,2.4692088715657814,0.40498801519608885,0.8424293460974323,3.104287670970338,0.00994012946954248,
0.11051282051282052,0.035,3707.6469171727736,3706.060523234164,2.913804094204608,0.8565601548198614,stable,0.01915589632567692,0.0008338503137765447,chaotic,exponential,2.4258582907945248,0.412225233351317,0.8302743441759521,3.099468832704709,0.011287477265450319,
0.11487179487179487,0.020384615384615386,3251.8579497690707,3256.1047806725837,2.6226699505187083,2.899271256903994,stable,0.02509365403034908,0.0019004298386933543,chaotic,exponential,1.6555710565360902,0.6040211901821205,0.896895535727389,3.284404025455258,0.022140206614928104,
0.11487179487179487,0.01653846153846154,3064.463786485663,3066.0384514831576,3.9706729939989813,3.9349830060767212,stable,0.05021976182530307,0.002839594239313929,chaotic,exponential,1.4327111610791565,0.6979773922098668,0.9131081179047364,3.3725344592888944,0.0200010971476412,
0.11487179487179487,0.018076923076923077,3141.363099069916,3147.2677181846425,3.7559740948524687,5.039520060644004,stable,0.04814630159407627,0.005796077133277938,chaotic,exponential,1.50034315748379,0.6665141871124268,0.9294768725472138,3.3971630166998277,0.02855268072117423,
0.11487179487179487,0.01730769230769231,3126.8966865413176,3122.4094283773557,3.6435040837679726,5.317979753882196,stable,0.04582684643031646,0.0026171936171492283,chaotic,exponential,1.5429038408706082,0.6481285310922125,0.9181297311343425,3.299506162816278,0.017461347439676533,
0.11487179487179487,0.01884615384615385,3161.874047808054,3159.780338614767,4.0844606894585525,3.4579473119135136,stable,0.03589263846126622,0.0010644841617696488,chaotic,exponential,1.5677215652195178,0.6378683703696941,0.8915509496774414,3.413612725731498,0.02680351675975512,
0.11487179487179487,0.019615384615384618,3205.4149301080056,3218.2345321644184,5.0505448244725075,3.103557108290547,stable,0.03190067701657998,0.001042408667509221,chaotic,exponential,1.5837450221867129,0.6314147706802432,0.90990998135352,3.4532255379147876,0.027688537015322146,
0.11487179487179487,0.02115384615384616,3270.253166520869,3277.478763342899,4.6992569278095075,2.746958995893452,stable,0.03063856061058301,0.001981540789653717,chaotic,exponential,1.681001478821903,0.5948834742851211,0.8839832307706549,3.3224813093206933,0.02642805202751286,
0.11487179487179487,0.024230769230769233,3390.9789010114055,3385.8294803140557,3.7284381025022237,3.6327378037361404,stable,0.022234677859058676,0.0013144171155501125,chaotic,exponential,1.824643361198163,0.5480523050506396,0.914570845882416,3.3810490229103447,0.02647645716927416,
0.11487179487179487,0.021923076923076927,3320.373936048913,3317.9574593330167,3.098439248977107,3.6919562280327045,stable,0.03271653182775936,0.001769610305675674,chaotic,exponential,1.6854668916149438,0.5933074123110433,0.8869926468485085,3.3172240544690257,0.01465963721165342,
0.11487179487179487,0.022692307692307696,3325.9464743442036,3329.4962439327714,1.8380643488476152,3.602071668447943,stable,0.029187888556985436,0.0036688579407569617,chaotic,exponential,1.7498498820866302,0.5714775937279475,0.9154811704457954,3.3864216303670114,0.029119182750048322,
0.11487179487179487,0.023461538461538464,3375.064458913157,3378.4168476638743,5.00937708143388,4.4066741405459515,stable,0.024028417212013386,0.002498667925953492,chaotic,exponential,1.8367580732372228,0.5444375144286338,0.9446622177952847,3.49583395334107,0.04232253942871367,
0.11487179487179487,0.025769230769230773,3478.528243001275,3480.795603968227,4.012761042150651,3.043753726304129,stable,0.03498773869464831,0.001847072563729221,chaotic,exponential,2.0633825081953496,0.48464111526980413,0.9278038677407657,3.355039621562927,0.04320684480667625,
0.11487179487179487,0.025000000000000005,3450.6365888103837,3451.124627490526,3.2769376576785803,2.4836475853337117,stable,0.02144435327256361,0.000894186922683576,chaotic,exponential,2.0600095133763974,0.4854346513968179,0.9000933708771147,3.2616638442409185,0.034549785398813926,
0.11487179487179487,0.02730769230769231,3503.285102427713,3513.1133788557872,4.499182342889593,2.677634004364432,stable,0.022195568722187628,0.0014789979385003184,chaotic,exponential,2.0635251032033857,0.4846076252949939,0.9102497023317841,3.3701468794442477,0.020211956956430965,
0.11487179487179487,0.026538461538461542,3501.586116447478,3497.313845121349,3.1115079522181563,2.7139392647790093,stable,0.027351851616600822,0.002523984323300622,chaotic,exponential,2.125805216794817,0.47040998493161573,0.9200678034343176,3.3955434075127524,0.024405104311828074,
0.11487179487179487,0.02884615384615385,3581.7250859182286,3577.877157190883,3.5604232402358478,3.1114649018447755,stable,0.02197717932932457,0.0011503565744681171,chaotic,exponential,2.2175538136635367,0.450947342895791,0.9276537897723577,3.287241568358344,0.029773960780405284,
0.11487179487179487,0.028076923076923083,3563.517663484258,3557.4448554273486,3.125095797833363,2.518504101056602,stable,0.021485843275325923,0.00047867078837378953,chaotic,exponential,2.256618741378065,0.4431408734066097,0.911533996394324,3.284530077440873,0.021374397850307147,
0.11487179487179487,0.02961538461538462,3603.0798831011984,3599.0918616177237,6.9090047726570285,1.5600236209032528,stable,0.01930534177783889,0.0007216775465651215,chaotic,exponential,2.270851871328103,0.4403633775615457,0.8808904253669263,3.3809020809364614,0.041991125816696284,
0.11923076923076922,0.005,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.11487179487179487,0.031153846153846157,3653.845298388569,3659.220437925556,3.66181050002451,1.4872482273002912,stable,0.018098454612591672,0.0009555577730242477,chaotic,exponential,2.364438694269237,0.42293335937350834,0.8747094845082665,3.2831031548050076,0.04340551617501398,
0.11923076923076922,0.006538461538461539,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.11487179487179487,0.03192307692307693,3677.952218307154,3688.249710592515,5.0007856855469885,1.2680371997255657,stable,0.017644421821793165,0.0012620357039945472,chaotic,exponential,2.5166876614183677,0.3973476785897281,0.871958572577967,3.156723664172199,0.01032225497242556,
0.11923076923076922,0.0057692307692307696,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.11923076923076922,0.0073076923076923084,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.11923076923076922,0.008846153846153847,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.11923076923076922,0.009615384615384616,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.11923076923076922,0.010384615384615384,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.11923076923076922,0.011153846153846155,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.11487179487179487,0.03038461538461539,3640.685955402432,3639.43357103338,4.287321618602928,3.328679486827864,stable,0.024562856993185056,0.0008599648066835872,chaotic,exponential,2.3560399552793547,0.4244410192446971,0.9030523696643853,3.2868771465464297,0.041486629145692566,
0.11487179487179487,0.032692307692307694,3721.119070124417,3714.3235752884243,3.9109055390463916,2.036720701361618,stable,0.021372658135941178,0.0020063727053456055,chaotic,exponential,2.5780689748548133,0.38788721704248275,0.8944813765433622,3.220174636259014,0.038852917232798934,
0.11923076923076922,0.012692307692307694,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.11923076923076922,0.008076923076923077,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.11923076923076922,0.01423076923076923,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.11923076923076922,0.01576923076923077,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.11923076923076922,0.011923076923076925,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.11923076923076922,0.01653846153846154,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.11923076923076922,0.015000000000000003,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.11923076923076922,0.013461538461538462,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.11487179487179487,0.03423076923076923,3739.043445940671,3733.1254627411154,4.984938371310287,2.1302320663909913,stable,0.022736109513129484,0.00036874236400232966,chaotic,exponential,2.446577236959405,0.4087342859622104,0.882131334935698,3.169419934354967,0.016702337436716785,
0.11487179487179487,0.033461538461538466,3740.328406429857,3735.1479033155974,5.401977087619235,2.6124003360231813,stable,0.023313621742458854,0.002499489935543453,chaotic,exponential,2.4792987908123183,0.4033398490354443,0.8892500945039343,3.1857963512789245,0.04347173978482899,
0.11923076923076922,0.020384615384615386,3266.82712593221,3269.184655718299,3.16653730961234,3.8581434680261055,stable,0.03214144645088171,0.0006575823650996151,chaotic,exponential,1.6362935941699295,0.6111372699636382,0.9346458619385914,3.3457491377849413,0.03147061821780395,
0.11923076923076922,0.018076923076923077,3221.2739672455755,3217.366086708388,3.0949688205325843,6.3871993012459045,stable,0.042795197954494636,0.001048463634858978,chaotic,exponential,1.5369499660688895,0.6506392674302436,0.9563780803605788,3.470691915897113,0.027938947908042078,
0.11487179487179487,0.035,3773.7465604272215,3771.5052002723514,1.395865903514783,1.3513374633066066,stable,0.017828803776603203,0.0013525500853142128,chaotic,exponential,2.428068970773413,0.41184991531829096,0.8638087841228417,3.1449609806562444,0.011271943951737029,
0.11923076923076922,0.02115384615384616,3350.4091091276587,3349.7071870080795,2.9722851116263005,2.33933050540127,stable,0.028920527275124203,0.003786268608491447,chaotic,exponential,1.7643738141795793,0.5667733175154793,0.9091643292321758,3.371336134302061,0.04723062290057234,
0.11923076923076922,0.022692307692307696,3391.751751909735,3391.3707032270954,2.4093103918077965,3.2209628824104297,stable,0.02854957512515247,0.0005845924905741414,chaotic,exponential,1.693592829898156,0.5904606953609592,0.9398712925993175,3.4353128845196728,0.028611626180132133,
0.11923076923076922,0.01884615384615385,3231.335197112716,3237.0987306004217,4.060357111826608,4.477598504475797,stable,0.04410106581782373,0.0023261363505252355,chaotic,exponential,1.4917006675532476,0.6703757809804051,0.9254174725523443,3.4553631774999265,0.022592735022451294,
0.11923076923076922,0.01730769230769231,3181.907064655358,3185.401961578131,3.6663646209173604,6.1156921797721,stable,0.048005756659523724,0.00038311547175042676,chaotic,exponential,1.5076874915799277,0.6632674248375474,0.9381485577078134,3.423146517582663,0.024562663752754288,
0.11923076923076922,0.019615384615384618,3275.006038590182,3274.6025338669147,5.028830745877462,4.840219774228597,stable,0.03499672030265216,0.001491824473850886,chaotic,exponential,1.626031872795213,0.6149940949687294,0.9134709756156482,3.405077925979905,0.01841405558561071,
0.11923076923076922,0.021923076923076927,3381.3323882680625,3381.3511097057244,2.326033658328134,3.1906532502993143,stable,0.02875919738856761,0.001981877628345357,chaotic,exponential,1.7104923041350328,0.5846270091847523,0.9183681678740552,3.450744638199306,0.029123019552034446,
0.11923076923076922,0.023461538461538464,3417.4986947756615,3414.2096063272643,1.7244424491448274,1.9331984810957805,stable,0.024787863921210213,0.0006484074089589833,chaotic,exponential,1.827033835896687,0.5473352383259019,0.8861666652242312,3.3485706447978627,0.03125339194869747,
0.11923076923076922,0.025000000000000005,3491.4972411469,3491.8661184650528,2.3338364118361348,1.5198298356798325,stable,0.020839186069004798,0.0010287304109817,chaotic,exponential,1.89306631226592,0.5282435134578263,0.8896252250637415,3.3196150845674253,0.0171361912068535,
0.11923076923076922,0.03038461538461539,3693.407514858619,3693.751298870675,1.4370650310475444,1.6202393580069918,stable,0.021905735558409117,0.0011821294086808846,chaotic,exponential,2.2797779400575227,0.43863921236766085,0.8828677873655122,3.3182689071370484,0.051497634603313136,
0.11923076923076922,0.025769230769230773,3534.647948133801,3537.112493325717,2.1114480671080402,2.63148027098294,stable,0.022873285397847155,0.0006781227349059709,chaotic,exponential,1.9542999819056217,0.5116921707305694,0.9153305572140175,3.3711305061809234,0.04957612021550606,
0.11923076923076922,0.02961538461538462,3659.019878298771,3660.3445336353034,2.065065618025482,2.324869376815108,stable,0.02104046551640423,0.0007440712837284387,chaotic,exponential,2.3255406499552387,0.4300075339552752,0.9036381013543662,3.2845907336040674,0.03478412109591811,
0.11923076923076922,0.024230769230769233,3437.961715188427,3439.412222518919,3.82440112976394,3.5217467060261267,stable,0.027683409593591737,0.0024133209198991777,chaotic,exponential,1.7997775059500363,0.5556242350479521,0.9198039911384247,3.4533549548690696,0.029861303298778896,
0.11923076923076922,0.031153846153846157,3731.9032659846953,3730.961072188324,5.794562879272002,3.907919541625705,stable,0.019586310220976923,0.0014417427518098962,chaotic,exponential,2.3092005515777716,0.4330503036285634,0.9394729786260341,3.3156424402571254,0.03002074976252711,
0.11923076923076922,0.026538461538461542,3548.3054908896847,3539.3062386103556,4.241850951764555,2.3323971896674514,stable,0.05313007561104018,0.008117246593122922,chaotic,exponential,1.9460974043031918,0.5138488946076438,0.9034969811902461,3.346899593584463,0.0340818574736097,
0.11923076923076922,0.028076923076923083,3621.826462626206,3626.0980004462444,2.332737867923352,2.172526896417898,stable,0.028865626319640254,0.00264033512266539,chaotic,exponential,2.123150224606342,0.4709982310297484,0.9010731339406957,3.356595792273252,0.01985052460163428,
0.11923076923076922,0.02730769230769231,3583.2961560940157,3588.456179623483,3.6729903309154324,2.9980755896550524,stable,0.026088495541581932,0.0009103089782489448,chaotic,exponential,2.0691375376888126,0.4832931507863808,0.9376119399603319,3.3863273746784768,0.014565926943488572,
0.12358974358974359,0.005,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.12358974358974359,0.0057692307692307696,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.11923076923076922,0.02884615384615385,3642.9045061756233,3641.485427376386,1.8770544392619615,2.669215910271487,stable,0.021790565698465162,0.0009608702174462916,chaotic,exponential,2.284932138466702,0.4376497591175935,0.9169257150556528,3.3429642878684067,0.012473750639006909,
0.11923076923076922,0.03192307692307693,3735.8890001400155,3732.508697315678,5.333742410662498,2.612608440271555,stable,0.02007211282564975,0.001168099136548414,chaotic,exponential,2.459399856056497,0.4066032603593956,0.9406483203415168,3.4505748529460605,0.037599098198427994,
0.12358974358974359,0.006538461538461539,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.12358974358974359,0.0073076923076923084,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.12358974358974359,0.008846153846153847,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.12358974358974359,0.008076923076923077,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.12358974358974359,0.010384615384615384,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.12358974358974359,0.011923076923076925,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.12358974358974359,0.011153846153846155,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.12358974358974359,0.012692307692307694,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.12358974358974359,0.015000000000000003,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.12358974358974359,0.01423076923076923,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.12358974358974359,0.01576923076923077,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.12358974358974359,0.013461538461538462,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.12358974358974359,0.009615384615384616,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.12358974358974359,0.01653846153846154,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.11923076923076922,0.035,3845.6405988262986,3836.1735580712643,6.861012698923295,2.85813556561629,stable,0.020761451170922453,0.000951977079773812,chaotic,exponential,2.5411226263683946,0.3935268568400944,0.897661290274601,3.284102014174793,0.03430239252089873,
0.11923076923076922,0.033461538461538466,3791.523394583499,3788.0233002938157,1.247168102719057,1.3739084908872634,stable,0.021161014742460422,0.0006549082337755685,chaotic,exponential,2.437942067617412,0.4101820192049496,0.8654331448749237,3.1636658618660554,0.04063247566205397,
0.11923076923076922,0.032692307692307694,3766.414222508151,3766.9779003346944,2.673931809040252,2.141265078117273,stable,0.01998669306752187,0.0014508863854828748,chaotic,exponential,2.485042185402973,0.4024076556422082,0.9033836042522605,3.260955906751587,0.011278896536980776,
