mu,sigma,final_mass,mean_mass,mass_std,mean_activity,classification,lyapunov,lyapunov_std,lyapunov_class,correlation_type,correlation_length,correlation_exponent,entropy,spatial_entropy,mutual_info,susceptibility
0.08,0.01423076923076923,2515.082478365479,2516.273200667626,6.097546455701681,3.7717749136261127,stable,0.07401337393487402,0.0005727900543701918,chaotic,exponential,1.445893654128333,0.6916137968686618,0.7981438968973947,2.99653127492206,0.01292289534042479,
0.08,0.01653846153846154,2634.064852120232,2638.642785181058,3.527817332817873,2.7861693626285633,stable,0.0726650663044169,0.0019461430797020538,chaotic,exponential,1.7331261944647158,0.5769920293131653,0.7689097873624019,2.9521973437693707,0.014124869636155557,
0.08,0.012692307692307694,2435.6954518293096,2433.6667272557297,2.7926409548063837,3.517335447614144,stable,0.07827165352350075,0.0016813211489001406,chaotic,exponential,1.3869155032562817,0.721024458701443,0.7712588151592136,2.826618208291847,0.0235906280711089,
0.08,0.01576923076923077,2596.043133733348,2598.697638253464,4.789067642630395,3.1937067785668227,stable,0.06658871844454094,0.008094923862346606,chaotic,exponential,1.656843438697404,0.6035573287396372,0.7710619393562352,2.9007395745926674,0.019921972966545853,
0.08,0.01884615384615385,2762.9764048905968,2755.6966839780575,3.6725818343013317,2.108574130757789,stable,0.05474044972028732,0.0059679716245949165,chaotic,exponential,1.9174675930364455,0.5215211999575071,0.7857609504896591,2.970822054093933,0.013027045789868241,
0.08,0.018076923076923077,2718.966996651404,2720.506476723446,1.9985998021810518,2.9626298880283928,stable,0.05560514361438503,0.006576495318628388,chaotic,exponential,1.8336697243756823,0.5453544805297336,0.791142444754352,2.9323995718528697,0.013097634722501805,
0.08,0.01730769230769231,2681.4988756608495,2683.7640377099333,3.5515996272309898,2.073680551228861,stable,0.05665167748337696,0.00967537732977598,chaotic,exponential,1.8035517124827467,0.5544615067473794,0.7651030106343385,2.9766053313814327,0.0129051334709549,
0.08,0.020384615384615386,2854.0327651944726,2850.3976232238924,6.430572217958035,1.7866891172387693,stable,0.06668446980935332,0.0034407134246365436,chaotic,exponential,1.9788933614641588,0.5053329398508428,0.8019943471401385,2.9673652120955993,0.035401755994384665,
0.08,0.019615384615384618,2804.5467999170296,2803.5002784938724,1.357703452359246,1.936156133785223,stable,0.06342519948851061,0.0014529570823657552,chaotic,exponential,2.0878645741511823,0.47895826787834084,0.7808359713632476,2.8814232921423537,0.027119899757214183,
0.08,0.022692307692307696,2954.158858231299,2952.4503017484767,2.635148006226938,1.5039448677986764,stable,0.056033234696438804,0.007798993556165343,chaotic,exponential,2.2089241583164214,0.45270906936079297,0.778437689410232,2.825847404968606,0.009951746595264988,
0.08,0.021923076923076927,2912.02993816912,2906.165863626664,3.545909749927878,1.4681869934528684,stable,0.034744833740468585,0.006504618882883593,chaotic,exponential,2.2822182402966553,0.43817019001215873,0.7880518855626426,2.9027774845097536,0.049982867783475715,
0.08,0.02115384615384616,2881.137061351529,2876.4744264152055,3.2691030240260623,1.8254185283602524,stable,0.04101223295851838,0.0012398682524868282,chaotic,exponential,2.209608908875571,0.4525687763038942,0.7905199783585034,2.991014659245941,0.012371758569251767,
0.08,0.023461538461538464,2990.296721600471,2982.312775404826,5.837750842718557,2.0038286141596733,stable,0.06223420256295659,0.0031890666818651416,chaotic,exponential,2.439995184661526,0.4098368743865857,0.7955305553521395,2.8489298612528278,0.058423975342822176,
0.08,0.024230769230769233,2996.5544536450716,2996.055389942376,1.1779457590022862,1.0198911760595217,stable,0.04131112400726216,0.0024073676342121196,chaotic,exponential,2.374010482446086,0.42122813163387546,0.7676648077493965,2.704156065838158,0.039599649919093594,
0.08,0.026538461538461542,3057.2363311877903,3054.472563757113,2.1512423398371663,0.9967069318622951,stable,0.04591392825263587,0.002856496694414276,chaotic,exponential,2.4507168942313924,0.40804386763475003,0.7653449687228131,2.830463732499899,0.05126072447002983,
0.08,0.025769230769230773,3065.13037240967,3058.718411651183,5.279477572786126,1.1089549137897006,stable,0.03482083953028598,0.005093406234832543,chaotic,exponential,2.325101626652207,0.4300887275365456,0.7594631992247916,2.780934365907147,0.03827562098697146,
0.08,0.028076923076923083,3098.3166360201376,3088.938406252791,4.313243095530751,1.2167052615896836,stable,0.03965008845547619,0.0006675534119032803,chaotic,exponential,2.349994513946229,0.4255329082963474,0.7734683410431127,2.8361812827541697,0.026178344224008887,
0.08,0.025000000000000005,3011.812928325238,3010.097215321734,1.713227668015456,1.0908052061715168,stable,0.04384216913433545,0.003365069462706273,chaotic,exponential,2.4450439834414994,0.40899059762207596,0.769817742905119,2.887703216676558,0.016947174029251055,
0.08,0.02730769230769231,3085.127351105175,3080.063840620936,5.15607433693406,1.294728402222695,stable,0.06025680630940745,0.007035624631233424,chaotic,exponential,2.399290642912065,0.4167898553491964,0.7741988776239592,2.8239306655545957,0.04453373411344508,
0.08,0.02961538461538462,3118.8424591618377,3113.7935526239994,5.338723304657535,0.9719495709009554,stable,0.02483459422648961,0.0022248449448422332,chaotic,exponential,2.2871056163195123,0.4372338526321464,0.7646484564928256,2.766877862763376,0.014365602685322942,
0.08,0.031153846153846157,3135.8285459804783,3125.288188695263,6.889810274943738,2.373468718803505,stable,0.020675169271712247,0.002327574723988554,chaotic,exponential,2.2838747651185693,0.43785237933047705,0.8026813002038168,2.87294945346649,0.021297826687944887,
0.08,0.03192307692307693,3163.037656910863,3162.8937944968043,3.115435093016647,1.2330460721068977,stable,0.022470515824157627,0.0011956050842047232,chaotic,exponential,2.4450867058821255,0.40898345142293235,0.7905769917784113,2.8652524823149803,0.017473161195549647,
0.08,0.02884615384615385,3119.3897387604657,3109.4445390421533,5.4658936930868425,1.7175548782750778,stable,0.02892608839091859,0.004511356487104682,chaotic,exponential,2.3992408010326787,0.4167985137505085,0.7851714275298068,2.8925411568338637,0.025300490839502032,
0.08435897435897435,0.005,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.08435897435897435,0.0057692307692307696,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.08435897435897435,0.0073076923076923084,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.08435897435897435,0.008076923076923077,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.08435897435897435,0.006538461538461539,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.08,0.03038461538461539,3113.6298251443177,3104.8481186280565,7.23713922112282,2.428354126612196,stable,0.019864264697899352,0.0008997484397944076,chaotic,exponential,2.2601910692557285,0.44244047045513535,0.7833424127414337,2.841035244371262,0.012160128875479348,
0.08,0.032692307692307694,3160.3289559035547,3162.5038005832544,2.501476529309735,1.1178173573781354,stable,0.024041711532961335,0.0004270689701163134,chaotic,exponential,2.513169463099355,0.3979039275635454,0.7759652627650148,2.817942096610783,0.0550293809133402,
0.08,0.03423076923076923,3205.2526531595468,3201.8142165390077,3.271131139632179,1.41015204218074,stable,0.02226871901441332,0.0012761858392090041,chaotic,exponential,2.5211221703568065,0.396648766869744,0.7879670168422279,2.8496781970631324,0.024014772730285072,
0.08435897435897435,0.009615384615384616,2293.0276300645814,2291.3148874381604,5.3830486749474655,9.606388583264236,stable,-1.3053531223433665,0.5671768005587616,ordered,exponential,1.113037436996807,0.8984423764740527,0.8444196116831637,3.13148538725784,0.03633716165846357,
0.08,0.033461538461538466,3186.846648258861,3189.399208769539,2.29376187610556,1.168440690750391,stable,0.020931857331658293,0.0014916346515981107,chaotic,exponential,2.5026823106211618,0.39957129027367505,0.8009417450488904,2.8702797813235286,0.025617285988837724,
0.08,0.035,3215.2662862306083,3214.315804189754,1.5416487876655767,0.8959882797760033,stable,0.021900583423158346,0.002287084900009955,chaotic,exponential,2.5140835125107746,0.39775926098863607,0.7923595385467715,2.897967031959729,0.023107670005265257,
0.08435897435897435,0.010384615384615384,2337.272087190276,2343.3388087178732,6.89827097699851,7.077715240836382,stable,0.08359131541624058,0.0005953498758618874,chaotic,exponential,1.1259193280516124,0.8881630993318907,0.8429623741411145,3.088720458023461,0.023904248467721878,
0.08435897435897435,0.008846153846153847,2232.679205682582,2243.9938371815433,9.50665716977161,22.43272430414235,stable,-1.2957490341456823,0.5750185057350992,ordered,exponential,1.0278617288252065,0.9728935049882137,0.9428709155032271,3.1808743550596508,0.05974399909477146,
0.08435897435897435,0.011153846153846155,2370.8459148502698,2377.5301328032083,5.396439457999592,8.34021823532699,stable,0.06392837346612817,0.005025549139333832,chaotic,exponential,1.1961719211856014,0.8360002289711306,0.8650663796901273,3.079363625720879,0.031056649860690122,
0.08435897435897435,0.012692307692307694,2447.9310993333756,2455.8369409768407,6.3847278850309115,4.106425724305603,stable,0.06505078981302699,0.005923334719820802,chaotic,exponential,1.308633218288753,0.7641560568878573,0.7925101761694433,2.983492768624704,0.01559955973203997,
0.08435897435897435,0.011923076923076925,2417.9207516917054,2422.1775852330725,5.642899649995235,5.306162140134901,stable,0.0703838920571636,0.0037474940651905176,chaotic,exponential,1.2763429547759486,0.7834884787494609,0.7999676390132775,3.0249256492012604,0.026474736487966055,
0.08435897435897435,0.013461538461538462,2520.6017714605923,2520.63840696113,3.9955137867238184,3.7187257258864475,stable,0.07374862212896549,0.0034181599449526045,chaotic,exponential,1.4261759599694075,0.7011757511474606,0.8326564860498596,3.0250681016799263,0.027087897394392213,
0.08435897435897435,0.01576923076923077,2653.2518551670014,2656.471320107507,4.1045293898211215,3.663494900730666,stable,0.06426536768469203,0.006534208346571086,chaotic,exponential,1.5437856108082244,0.6477583370377872,0.7779953974736653,2.9770857575856806,0.02373150118224654,
0.08435897435897435,0.01423076923076923,2557.8627247834866,2558.3239818183183,4.389005460432275,4.819987909855516,stable,0.06910678882160291,0.004523088517477317,chaotic,exponential,1.4462228292189643,0.6914563785029255,0.811222733326827,3.037682046468451,0.021190512764991176,
0.08435897435897435,0.015000000000000003,2628.8302250887755,2619.8045394530122,5.5051620285418235,3.309261853785376,stable,0.05871497526461734,0.0053442226733798484,chaotic,exponential,1.5159580169226703,0.6596488747293656,0.7848103626760302,2.960325434413859,0.009950477342275388,
0.08435897435897435,0.01653846153846154,2689.2786432111748,2689.8427845890224,2.478278698303045,2.942058863507223,stable,0.0762224818197924,0.003954130189075204,chaotic,exponential,1.6461340511923632,0.6074839404941891,0.8002535365021928,3.0446937052395846,0.04069722585976887,
0.08435897435897435,0.019615384615384618,2850.6899263713403,2846.6137011044166,2.276966000756806,2.5080000826513626,stable,0.029879873149345842,0.0011999834410485728,chaotic,exponential,1.9319534384843546,0.5176108181905845,0.8225942000528461,3.0270790971551995,0.010575477102892528,
0.08435897435897435,0.01884615384615385,2806.4065348363433,2807.150584381306,2.7587117329231736,2.0580820296472795,stable,0.06358377004526011,0.00512035883840804,chaotic,exponential,1.831816885517339,0.5459060935108596,0.8034535649115991,2.9833731015485747,0.02471540112157755,
0.08435897435897435,0.018076923076923077,2781.4904092407596,2771.895267209639,6.6213563666868,2.6059544620000166,stable,0.03608769347497196,0.004964390112870318,chaotic,exponential,1.8194716608022652,0.5496100992081773,0.8006047006135102,3.014723529039089,0.014706100008881728,
0.08435897435897435,0.01730769230769231,2713.9706597022314,2714.383066885191,2.872002732756979,2.744388413103243,stable,0.06325522639069955,0.004101159858808406,chaotic,exponential,1.7526981037686258,0.5705489141854005,0.7856781134092811,2.9057014423599634,0.025937681737318252,
0.08435897435897435,0.02115384615384616,2928.205104260902,2935.1159524330246,3.31770803915784,2.0970092848552158,stable,0.04585570320104713,0.007827583608579124,chaotic,exponential,2.0669482250601785,0.4838050551415652,0.8216049102473747,3.0448264935150586,0.00816723209245196,
0.08435897435897435,0.021923076923076927,2955.7919318495337,2942.4196727512317,7.567935194048482,2.4646630379244043,stable,0.027607709153979573,0.0016509627256033822,chaotic,exponential,2.155612039107957,0.46390536973147706,0.830930732919469,3.008688546719047,0.03372327041172385,
0.08435897435897435,0.022692307692307696,2990.3302334101872,2996.463247217562,2.49979385084429,1.888448261599511,stable,0.04554645017687178,0.008276734337274315,chaotic,exponential,2.23396496652007,0.4476345936425928,0.8158262950493552,2.9505330853620664,0.04854322699686997,
0.08435897435897435,0.023461538461538464,3030.453239230502,3030.2370662566645,2.366994266640662,1.5457444083869565,stable,0.04406658445259123,0.011391638953080707,chaotic,exponential,2.151711118168993,0.4647464018547964,0.797602262604616,2.940329028627691,0.038646097719484906,
0.08435897435897435,0.020384615384615386,2886.5502093150435,2887.8304238915102,2.4716465695678838,2.6818627540928985,stable,0.04079673902990569,0.007978826083504913,chaotic,exponential,2.0934514034725287,0.4776800638129179,0.8163338257640812,3.0258446145477644,0.02544100367648161,
0.08435897435897435,0.024230769230769233,3058.3732911940156,3053.8919748450394,2.8658144869109266,1.6074770685670865,stable,0.03479926636347245,0.005075492046919285,chaotic,exponential,2.2551767115200576,0.44342423141021603,0.7774942466902597,2.9308385685502474,0.016753817978153895,
0.08435897435897435,0.02730769230769231,3161.2275420253045,3154.8343368062665,3.5560335362673916,1.361638777440195,stable,0.0396198900392669,0.007521888081614767,chaotic,exponential,2.3552863847946934,0.42457681853715146,0.7905496599897553,2.9017091765278833,0.05498761633365801,
0.08435897435897435,0.025769230769230773,3118.280880324589,3105.133494595426,6.758255091231569,2.1498939901724414,stable,0.041446394125237575,0.008196405918821707,chaotic,exponential,2.431530207974096,0.4112636547637961,0.8121469668529899,2.952122446073107,0.044127684195914396,
0.08435897435897435,0.025000000000000005,3085.815424625448,3082.5041597513055,4.317814218369049,1.7119513461084384,stable,0.034523893370444224,0.004523963682506451,chaotic,exponential,2.2954081399470434,0.43565237161835224,0.8028872534999058,2.9421849484516445,0.03996991714561893,
0.08435897435897435,0.028076923076923083,3165.145239701843,3166.1837818468607,4.160262421309017,1.3093429875143292,stable,0.059550855814824444,0.001796780366476369,chaotic,exponential,2.381952791182351,0.41982360175308986,0.782936347898185,2.904204692060393,0.04289897247770691,
0.08435897435897435,0.026538461538461542,3131.2095135040295,3123.813178683776,4.776249349247197,1.3662520999034222,stable,0.04458339124579217,0.00031461348110658246,chaotic,exponential,2.402493149108696,0.4162342774509019,0.7800114063145295,2.8566309579545215,0.05544898116075703,
0.08435897435897435,0.02884615384615385,3181.3060079871043,3175.734251142029,5.2310347798387715,1.7324176601363221,stable,0.02526196500864176,0.0012423548262632115,chaotic,exponential,2.3207268332617725,0.4308994861728314,0.7783609587714984,2.890641856232579,0.03850996777772786,
0.08435897435897435,0.03038461538461539,3197.7966107406237,3184.5219650703034,8.493753460009017,1.7649865687417268,stable,0.026118192854352785,0.004738609948208375,chaotic,exponential,2.3739118401124997,0.42124563478002197,0.81275422104687,3.017100410274027,0.014039289075217454,
0.08871794871794872,0.005,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.08871794871794872,0.0057692307692307696,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.08435897435897435,0.031153846153846157,3209.3890042423736,3200.848433196846,7.013342744976922,1.603600873923645,stable,0.024106381213050487,0.0016909371751153391,chaotic,exponential,2.3310752198039406,0.4289865858915127,0.8060532763158995,2.963654354388017,0.010000678652622996,
0.08435897435897435,0.02961538461538462,3189.519965700786,3187.264820142565,2.0746813258100447,1.5214599509483304,stable,0.023799727086118393,0.0017798658047274247,chaotic,exponential,2.367945468122994,0.4223070224639391,0.7965581174657268,2.9752295626445306,0.01472534236767764,
0.08871794871794872,0.0073076923076923084,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.08871794871794872,0.008076923076923077,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.08871794871794872,0.006538461538461539,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.08871794871794872,0.009615384615384616,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.08871794871794872,0.008846153846153847,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.08435897435897435,0.03423076923076923,3287.2210145575236,3282.0232887865036,8.040848472037005,2.413335942445125,stable,0.024437576119057013,0.0029914608598251794,chaotic,exponential,2.573059263680463,0.3886424281458702,0.8164312688848869,2.9502400919167413,0.055562798899764676,
0.08435897435897435,0.035,3295.422602773744,3292.7046805008345,3.7615271960493635,1.6442973312561182,stable,0.024129163732874798,0.002350389382503129,chaotic,exponential,2.561394270305525,0.3904123670428603,0.8178645139805916,2.9838764758187146,0.030489079130157748,
0.08435897435897435,0.032692307692307694,3248.5312793909525,3241.4110615923905,4.591522803781656,1.755454922414859,stable,0.02130937167261433,0.0018727752017101544,chaotic,exponential,2.3478216668671528,0.4259267277886414,0.8224001541949411,2.996942156820961,0.022945470280080205,
0.08435897435897435,0.033461538461538466,3275.130688154916,3272.5012223781127,2.1721239376988195,1.6568021755731923,stable,0.016003497043117956,0.00155051977942695,chaotic,exponential,2.4366005881565727,0.4104078464318836,0.8182079622456162,2.9692501871246253,0.014903301988761886,
0.08435897435897435,0.03192307692307693,3237.1788786635852,3229.2608595032616,6.397839441056755,2.3554591604121167,stable,0.024108300916419616,0.0001715003239664309,chaotic,exponential,2.453613197660704,0.40756220293948886,0.8154922799795679,2.902506972398842,0.01832955443781281,
0.08871794871794872,0.012692307692307694,2511.2947883327297,2522.809266448549,4.337574739132412,5.118320387951621,stable,0.0641764671556147,0.0023944699321534293,chaotic,exponential,1.2597374999187927,0.7938161720711367,0.8289230988908954,3.1390977645738407,0.03040546193936189,
0.08871794871794872,0.011923076923076925,2480.37583277977,2485.227236862857,4.366368939780429,6.466279037380954,stable,0.06568181443521456,0.0024852501277709813,chaotic,exponential,1.2359136017973096,0.8091180472047272,0.8467847711445621,3.076487775114976,0.026777260673473524,
0.08871794871794872,0.010384615384615384,2401.014374276916,2406.604632653399,4.733988491732341,6.964285230305686,stable,0.07966284247253777,0.0019372704202608227,chaotic,exponential,1.1662340035749796,0.8574608499963086,0.841412627148094,3.128394034231946,0.023446408185950895,
0.08871794871794872,0.011153846153846155,2429.585722504842,2428.826322615872,6.18020520026741,11.058429184806947,stable,0.06524173848705307,0.002398517675494223,chaotic,exponential,1.1791487188604493,0.8480694453592064,0.8699120153970453,3.1420943163122614,0.05638200077374522,
0.08871794871794872,0.013461538461538462,2569.7734409922023,2563.1892201455976,2.288660052302663,4.381184481233211,stable,0.06684261643895235,0.0017125865448569164,chaotic,exponential,1.373535656794017,0.7280480816450807,0.8300460156512077,3.028953213130909,0.013722446564467417,
0.08871794871794872,0.015000000000000003,2653.40928880921,2648.584940237531,4.562155574878589,4.160946019023893,stable,0.06974460196264694,0.0060259494280923845,chaotic,exponential,1.4720629729694694,0.679318764456648,0.8176270941984983,3.089721187172821,0.024426573894298587,
0.08871794871794872,0.01653846153846154,2737.195723351905,2736.4015621111653,3.0554633380813963,3.199714346433313,stable,0.06170890748233134,0.0005110348068294257,chaotic,exponential,1.5922411609284552,0.6280455652941969,0.8126095243095127,2.9709670466255513,0.026048090004372693,
0.08871794871794872,0.01576923076923077,2689.4581840642004,2693.915333211008,4.768067169132606,3.5650703492074474,stable,0.05872792038412672,0.002343140819449938,chaotic,exponential,1.5243282946215526,0.6560266600891717,0.8171314059251882,3.0080055910745953,0.019898971293339063,
0.08871794871794872,0.01423076923076923,2612.9325727824817,2612.6492874369733,4.840554157864057,4.37330613110636,stable,0.07264579764729813,0.004426204932963183,chaotic,exponential,1.3943274274284307,0.7171916583784829,0.8427702275512868,3.1068925969793537,0.02384186772846708,
0.08871794871794872,0.01730769230769231,2776.7077524070446,2776.5704485356787,3.9314540900995096,3.5241130726222605,stable,0.0521588592152443,0.005355732812611613,chaotic,exponential,1.653556576415875,0.604757051716685,0.8339166232816381,3.098185986728651,0.018128780986581106,
0.08871794871794872,0.018076923076923077,2809.517625468671,2805.7088099737634,3.375533800901189,2.905407724667412,stable,0.049554023994614525,0.009116091055017905,chaotic,exponential,1.7257821398103124,0.5794474151354435,0.8147509756117154,3.0654293495413443,0.014730356103160869,
0.08871794871794872,0.01884615384615385,2840.0266152785234,2840.7896521491584,3.351682284432388,2.0694893197405384,stable,0.05850256337144195,0.006271837991789089,chaotic,exponential,1.794478619469598,0.5572649287376711,0.7882823929968423,2.9185566163276486,0.023225411796946815,
0.08871794871794872,0.019615384615384618,2891.0627123116683,2889.1946298393177,4.672657531000526,3.3132365107788764,stable,0.057054346526937506,0.00036351584763124196,chaotic,exponential,1.788928463357645,0.5589938449093136,0.8229845159383156,3.066164839714481,0.03321296714922983,
0.08871794871794872,0.020384615384615386,2935.2804195729864,2930.913709945778,2.4036713183161624,2.2738786134165405,stable,0.04352429203017651,0.0018326405171850365,chaotic,exponential,1.9935554332698078,0.5016163500203308,0.8339261073509237,2.990733288954464,0.03205367488372968,
0.08871794871794872,0.02115384615384616,2983.655078633824,2976.6692953298716,4.696766208480944,2.618414227508806,stable,0.03642011904090755,0.0015503341100733914,chaotic,exponential,2.020890541386081,0.4948313525749513,0.820097924963548,3.0189033827002105,0.023036231955252395,
0.08871794871794872,0.024230769230769233,3103.145167235776,3103.5642351072584,1.519837166266639,1.63461613321176,stable,0.028811083272401884,0.006367919738620791,chaotic,exponential,2.23305098018264,0.44781781019536354,0.8112387830173502,3.0344717412372444,0.01928562923240107,
0.08871794871794872,0.021923076923076927,3011.9758910532437,3002.124379156586,6.351468931034114,2.8341674078516546,stable,0.04056258473630626,0.004627272981075992,chaotic,exponential,2.0460660997184936,0.4887427635586085,0.8466615194717861,3.0928319146227996,0.03749106644074218,
0.08871794871794872,0.022692307692307696,3027.185239873297,3028.8722005970976,3.2590924716488208,2.0650430050932043,stable,0.034213839615877116,0.0039970495504087575,chaotic,exponential,2.1747880221284563,0.4598149290068758,0.8158190425477152,2.9934276344114212,0.01560474693305336,
0.08871794871794872,0.02730769230769231,3217.113483359814,3212.393627800435,2.609205400055058,1.7441865829116425,stable,0.041252857526854377,0.009583311098234824,chaotic,exponential,2.319660788082192,0.4310975144028547,0.828494441793154,3.0267417419722364,0.020559426149337368,
0.08871794871794872,0.025000000000000005,3138.1587356128457,3134.568693398197,1.3047360080309225,1.2580633672664967,stable,0.020244643126404376,0.0014992452334733387,chaotic,exponential,2.2409854270146266,0.44623226369310665,0.804711919514376,2.9583403509489674,0.010551006631387416,
0.08871794871794872,0.025769230769230773,3154.290893052842,3150.214281119783,6.356845557567854,1.450648457070095,stable,0.021039702974174512,0.00223459540348119,chaotic,exponential,2.4335132816932386,0.4109285153784737,0.8009143198539317,3.0034016159829653,0.020292932519929474,
0.08871794871794872,0.023461538461538464,3081.8382699989797,3070.5212610513477,4.774211625551304,2.223617079826722,stable,0.034325118324627174,0.0042506886388833445,chaotic,exponential,2.174302939613902,0.45991751277196596,0.8200177342855549,3.014242867950287,0.01213443853528573,
0.08871794871794872,0.026538461538461542,3214.4102714960636,3211.725227461637,4.740599444691219,2.2016360306899,stable,0.021360563059565588,0.0012403466008911782,chaotic,exponential,2.3066369883087443,0.4335315895255858,0.8225212388847634,2.9411307013076144,0.06074978908356954,
0.08871794871794872,0.028076923076923083,3226.6702299760213,3222.4372687864006,3.71700378869233,1.3220608983692046,stable,0.02246894456959182,0.0017449027457913464,chaotic,exponential,2.3338477096855454,0.4284769721048922,0.8028685666230431,2.9833129135946246,0.025455034623238726,
0.08871794871794872,0.02884615384615385,3254.8705761728424,3254.4559005604997,2.3977498214863022,1.535133479451641,stable,0.025110762748116383,0.002073263631420028,chaotic,exponential,2.4440597646879185,0.4091552974473559,0.7972221634743072,2.930958277646334,0.030104498633491517,
0.08871794871794872,0.02961538461538462,3279.6814435343313,3277.586560665978,2.6066159041457446,1.4643716966586102,stable,0.024673599691725195,0.0004502012478702331,chaotic,exponential,2.3917700387738416,0.4181003958527122,0.7999535038364474,2.997975821337861,0.03578361000003927,
0.09307692307692308,0.005,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.09307692307692308,0.0057692307692307696,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.09307692307692308,0.006538461538461539,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.09307692307692308,0.0073076923076923084,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.09307692307692308,0.008076923076923077,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.09307692307692308,0.008846153846153847,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.08871794871794872,0.03038461538461539,3278.4689419939555,3278.060108381294,3.792064191649006,1.6960187846095547,stable,0.02308525909378406,0.001454449117520795,chaotic,exponential,2.3494142268555622,0.42563801162402604,0.8127728161175765,2.9715009236176164,0.013145530913821979,
0.09307692307692308,0.009615384615384616,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.08871794871794872,0.03192307692307693,3284.5528968049434,3277.967318450459,5.354881161622064,1.7128534911402336,stable,0.023473653665737653,0.00023967736894532055,chaotic,exponential,2.428467984258372,0.4117822456306292,0.8141238141338251,2.8766784666648824,0.016187453648544015,
0.08871794871794872,0.031153846153846157,3286.9573855760377,3283.8134940755554,1.8884355463369764,1.1285249067133194,stable,0.02853484125705467,0.0029678000955538626,chaotic,exponential,2.342172660371615,0.4269540059618566,0.7925326395584587,2.9501959763522834,0.011499902252713579,
0.08871794871794872,0.033461538461538466,3316.000394828955,3312.4331309151535,3.1104201412501546,1.7196865980139344,stable,0.022677751514554496,0.0019169607830226694,chaotic,exponential,2.562133529670538,0.39029972029935106,0.8124323108870453,2.9349805470795944,0.019462640479831705,
0.08871794871794872,0.03423076923076923,3355.0927773810345,3350.9660070922996,5.222331277977453,2.0954576381921024,stable,0.02290211282228812,0.0013133769089836676,chaotic,exponential,2.363600369217969,0.4230833659629459,0.8385750558582402,3.0480884922524623,0.023190180226727364,
