mu,sigma,final_mass,mean_mass,mass_std,mean_activity,classification,lyapunov,lyapunov_std,lyapunov_class,correlation_type,correlation_length,correlation_exponent,entropy,spatial_entropy,mutual_info,susceptibility
0.18928571428571428,0.013571428571428571,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.17714285714285713,0.03071428571428572,4605.286724754331,4604.362615124602,3.374465831654575,2.961951384099214,stable,0.02918396278711663,0.0009835668262047725,chaotic,exponential,2.138346527819779,0.46765105046822447,1.033199643791248,3.7776436898470696,0.02121535793067797,
0.17714285714285713,0.035,4638.133081718415,4636.846482288712,2.1325689331854454,3.362869940713437,stable,0.02294257383728653,0.00034140220196086875,chaotic,exponential,2.1494585866679707,0.465233434225021,1.0733476915160565,3.8935379964146186,0.02796031204681393,
0.18928571428571428,0.015714285714285715,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.17714285714285713,0.032857142857142856,4655.929941947816,4670.979400844076,10.023612920527421,3.3889944384695814,stable,0.02768483813615617,0.00038015023919990635,chaotic,exponential,2.191377452708827,0.45633398242912016,1.0528160884460689,3.8299780159166317,0.02021756983049139,
0.18928571428571428,0.02,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.18928571428571428,0.01785714285714286,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.18928571428571428,0.022142857142857145,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.18928571428571428,0.02642857142857143,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.18928571428571428,0.02428571428571429,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.18928571428571428,0.028571428571428574,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.18928571428571428,0.03071428571428572,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.2014285714285714,0.005,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.2014285714285714,0.0071428571428571435,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.2014285714285714,0.009285714285714286,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.2014285714285714,0.01142857142857143,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.2014285714285714,0.015714285714285715,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.2014285714285714,0.013571428571428571,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.2014285714285714,0.01785714285714286,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.2014285714285714,0.02,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.2014285714285714,0.022142857142857145,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.18928571428571428,0.035,4930.579442717184,4931.063522832767,2.7049164261438725,3.108484913328611,stable,0.023788345711733366,0.0025969169352822183,chaotic,exponential,2.2969236825582735,0.43536492204487065,1.0286894331896863,3.6973501782202507,0.018747289113055565,
0.2014285714285714,0.02428571428571429,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.2014285714285714,0.02642857142857143,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.2014285714285714,0.028571428571428574,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.2014285714285714,0.032857142857142856,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.2014285714285714,0.03071428571428572,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.2014285714285714,0.035,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.21357142857142858,0.005,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.21357142857142858,0.0071428571428571435,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.18928571428571428,0.032857142857142856,4874.463640077098,4879.484540174813,4.079288695918415,3.620619743214438,stable,0.031355658296990746,0.002150793600643736,chaotic,exponential,2.2313948955660488,0.4481501692000264,1.0547952335192683,3.796451967063999,0.02135989012754047,
0.21357142857142858,0.009285714285714286,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.21357142857142858,0.01142857142857143,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.21357142857142858,0.013571428571428571,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.21357142857142858,0.015714285714285715,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.21357142857142858,0.01785714285714286,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.21357142857142858,0.02,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.21357142857142858,0.022142857142857145,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.21357142857142858,0.02428571428571429,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.21357142857142858,0.02642857142857143,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.21357142857142858,0.028571428571428574,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.21357142857142858,0.03071428571428572,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.21357142857142858,0.032857142857142856,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.21357142857142858,0.035,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.2257142857142857,0.0071428571428571435,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.2257142857142857,0.005,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.2257142857142857,0.009285714285714286,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.2257142857142857,0.01142857142857143,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.2257142857142857,0.013571428571428571,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.2257142857142857,0.015714285714285715,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.2257142857142857,0.01785714285714286,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.2257142857142857,0.02,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.2257142857142857,0.022142857142857145,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.2257142857142857,0.02428571428571429,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.2257142857142857,0.02642857142857143,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.2257142857142857,0.028571428571428574,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.2257142857142857,0.03071428571428572,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.2257142857142857,0.032857142857142856,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.2257142857142857,0.035,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.23785714285714282,0.005,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.23785714285714282,0.0071428571428571435,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.23785714285714282,0.009285714285714286,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.23785714285714282,0.01142857142857143,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.23785714285714282,0.013571428571428571,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.23785714285714282,0.015714285714285715,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.23785714285714282,0.01785714285714286,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.23785714285714282,0.02,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.23785714285714282,0.022142857142857145,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.23785714285714282,0.02428571428571429,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.23785714285714282,0.02642857142857143,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.23785714285714282,0.028571428571428574,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.23785714285714282,0.03071428571428572,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.23785714285714282,0.032857142857142856,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.23785714285714282,0.035,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.25,0.005,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.25,0.0071428571428571435,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.25,0.009285714285714286,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.25,0.01142857142857143,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.25,0.013571428571428571,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.25,0.015714285714285715,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.25,0.01785714285714286,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.25,0.02,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.25,0.022142857142857145,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.25,0.02428571428571429,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.25,0.02642857142857143,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.25,0.028571428571428574,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.25,0.03071428571428572,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.25,0.032857142857142856,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
0.25,0.035,0.0,0.0,0.0,0.0,dead,,,,,,,,,,
